,followers,genres,href,id,name,popularity,uri
101,"{'href': None, 'total': 2958}",['modern power pop'],https://api.spotify.com/v1/artists/5kxbczSLck59eyR8GDsHd6,5kxbczSLck59eyR8GDsHd6,Army Navy,17,spotify:artist:5kxbczSLck59eyR8GDsHd6
102,"{'href': None, 'total': 13675}",['washington indie'],https://api.spotify.com/v1/artists/4Xo1N4V7w6qX23OHAPcLCe,4Xo1N4V7w6qX23OHAPcLCe,The Lonely Forest,16,spotify:artist:4Xo1N4V7w6qX23OHAPcLCe
103,"{'href': None, 'total': 83760}",['modern power pop'],https://api.spotify.com/v1/artists/78inRkIIF0n9R9I2HPoWP7,78inRkIIF0n9R9I2HPoWP7,Rooney,39,spotify:artist:78inRkIIF0n9R9I2HPoWP7
104,"{'href': None, 'total': 1107695}","['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']",https://api.spotify.com/v1/artists/3MM8mtgFzaEJsqbjZBSsHJ,3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party,61,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ
105,"{'href': None, 'total': 189620}","['alabama indie', 'bubblegrunge', 'chamber pop', 'countrygaze', 'indie pop', 'indie rock']",https://api.spotify.com/v1/artists/5IWCU0V9evBlW4gIeGY4zF,5IWCU0V9evBlW4gIeGY4zF,Waxahatchee,54,spotify:artist:5IWCU0V9evBlW4gIeGY4zF
106,"{'href': None, 'total': 836535}","['art pop', 'baroque pop', 'brooklyn indie', 'indie rock', 'neo-synthpop', 'new weird america']",https://api.spotify.com/v1/artists/2Jv5eshHtLycR6R8KQCdc4,2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear,55,spotify:artist:2Jv5eshHtLycR6R8KQCdc4
107,"{'href': None, 'total': 1873884}","['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock']",https://api.spotify.com/v1/artists/5BvJzeQpmsdsFp4HGUYUEx,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,66,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx
108,"{'href': None, 'total': 43293}","['garage pop', 'indie garage rock', 'noise pop']",https://api.spotify.com/v1/artists/1ZFl1BJzJDj3SdxLD4P48Z,1ZFl1BJzJDj3SdxLD4P48Z,The Babies,28,spotify:artist:1ZFl1BJzJDj3SdxLD4P48Z
109,"{'href': None, 'total': 21952}",['nashville indie'],https://api.spotify.com/v1/artists/0vRO9bFgOrDoFtLcDHV8b6,0vRO9bFgOrDoFtLcDHV8b6,Kopecky,20,spotify:artist:0vRO9bFgOrDoFtLcDHV8b6
110,"{'href': None, 'total': 1125597}","['alternative pop rock', 'modern alternative rock', 'modern rock']",https://api.spotify.com/v1/artists/1kDGbuxWknIKx4FlgWxiSp,1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,69,spotify:artist:1kDGbuxWknIKx4FlgWxiSp
111,"{'href': None, 'total': 518829}","['chamber pop', 'indie rock', 'modern folk rock', 'philly indie', 'pov: indie', 'seattle indie', 'stomp and holler']",https://api.spotify.com/v1/artists/4mLJ3XfOM5FPjSAWdQ2Jk7,4mLJ3XfOM5FPjSAWdQ2Jk7,Dr. Dog,62,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7
112,"{'href': None, 'total': 538146}","['chamber pop', 'indie rock', 'jam band', 'louisville indie', 'melancholia', 'roots rock', 'stomp and holler']",https://api.spotify.com/v1/artists/43O3c6wewpzPKwVaGEEtBM,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,51,spotify:artist:43O3c6wewpzPKwVaGEEtBM
113,"{'href': None, 'total': 258052}","['brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop']",https://api.spotify.com/v1/artists/2i9uaNzfUtuApAjEf1omV8,2i9uaNzfUtuApAjEf1omV8,Wet,52,spotify:artist:2i9uaNzfUtuApAjEf1omV8
114,"{'href': None, 'total': 4319685}",['afrofuturism'],https://api.spotify.com/v1/artists/57vWImR43h4CaDao012Ofp,57vWImR43h4CaDao012Ofp,Steve Lacy,80,spotify:artist:57vWImR43h4CaDao012Ofp
115,"{'href': None, 'total': 2196494}","['boy band', 'rap']",https://api.spotify.com/v1/artists/1Bl6wpkWCQ4KVgnASpvzzA,1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,64,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA
116,"{'href': None, 'total': 4764}",[],https://api.spotify.com/v1/artists/0oiw7PY6VPt7w2KsV9Xhcu,0oiw7PY6VPt7w2KsV9Xhcu,A.Dd+,20,spotify:artist:0oiw7PY6VPt7w2KsV9Xhcu
117,"{'href': None, 'total': 35292}",['underground hip hop'],https://api.spotify.com/v1/artists/7sV1sLUCpxr8MVlu0GyVU5,7sV1sLUCpxr8MVlu0GyVU5,Antwon,32,spotify:artist:7sV1sLUCpxr8MVlu0GyVU5
118,"{'href': None, 'total': 1372345}","['aesthetic rap', 'canadian hip hop', 'canadian trap', 'cloud rap', 'dark trap', 'ottawa rap']",https://api.spotify.com/v1/artists/2y246nnP9pQT0E6v3ZMMOO,2y246nnP9pQT0E6v3ZMMOO,Night Lovell,67,spotify:artist:2y246nnP9pQT0E6v3ZMMOO
119,"{'href': None, 'total': 240850}","['experimental pop', 'pov: indie']",https://api.spotify.com/v1/artists/1EotkJocwHvhFOAsoOj1jJ,1EotkJocwHvhFOAsoOj1jJ,bo en,48,spotify:artist:1EotkJocwHvhFOAsoOj1jJ
120,"{'href': None, 'total': 10218500}","['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",https://api.spotify.com/v1/artists/1QAJqy2dA3ihHBFIHRphZj,1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,82,spotify:artist:1QAJqy2dA3ihHBFIHRphZj
121,"{'href': None, 'total': 230476}","['lo-fi emo', 'lo-fi indie', 'pov: indie']",https://api.spotify.com/v1/artists/6mOWFF6HJ6krnIpW0CHLQm,6mOWFF6HJ6krnIpW0CHLQm,dandelion hands,58,spotify:artist:6mOWFF6HJ6krnIpW0CHLQm
122,"{'href': None, 'total': 166160}",['tulsa indie'],https://api.spotify.com/v1/artists/4AGNJdJiVltImYk1UTLE0K,4AGNJdJiVltImYk1UTLE0K,Sports,53,spotify:artist:4AGNJdJiVltImYk1UTLE0K
123,"{'href': None, 'total': 2497887}","['brighton indie', 'garage rock', 'modern rock', 'rock']",https://api.spotify.com/v1/artists/1GLtl8uqKmnyCWxHmw9tL4,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,67,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4
124,"{'href': None, 'total': 154388}","['art pop', 'bay area indie', 'dream pop', 'experimental', 'experimental pop', 'experimental rock', 'grave wave', 'lo-fi', 'noise pop']",https://api.spotify.com/v1/artists/5JLqvjW3Nyom2OsRUyFsS9,5JLqvjW3Nyom2OsRUyFsS9,Xiu Xiu,41,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9
125,"{'href': None, 'total': 13433}",['shoegaze'],https://api.spotify.com/v1/artists/5juac7bFYyLKmV0VGSyaKM,5juac7bFYyLKmV0VGSyaKM,Moose,28,spotify:artist:5juac7bFYyLKmV0VGSyaKM
126,"{'href': None, 'total': 115885}","['bay area indie', 'chamber pop', 'indie rock', 'noise pop', 'oakland indie', 'stomp and holler']",https://api.spotify.com/v1/artists/2JSc53B5cQ31m0xTB7JFpG,2JSc53B5cQ31m0xTB7JFpG,Rogue Wave,45,spotify:artist:2JSc53B5cQ31m0xTB7JFpG
127,"{'href': None, 'total': 3397909}","['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",https://api.spotify.com/v1/artists/3jOstUTkEu2JkjvRdBA5Gu,3jOstUTkEu2JkjvRdBA5Gu,Weezer,73,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu
128,"{'href': None, 'total': 48337}",['lo-fi rap'],https://api.spotify.com/v1/artists/3agnCimLdkVM3mc4PFJUxC,3agnCimLdkVM3mc4PFJUxC,Meltycanon,41,spotify:artist:3agnCimLdkVM3mc4PFJUxC
129,"{'href': None, 'total': 197083}","['brooklyn indie', 'indietronica', 'metropopolis', 'neo-synthpop']",https://api.spotify.com/v1/artists/7hAolICGSgXJuM6DUpK5rp,7hAolICGSgXJuM6DUpK5rp,Chairlift,43,spotify:artist:7hAolICGSgXJuM6DUpK5rp
130,"{'href': None, 'total': 243635}","['experimental pop', 'kiwi rock', 'neo-psychedelic']",https://api.spotify.com/v1/artists/247AfC9pLuqwgpH8Mo96oA,247AfC9pLuqwgpH8Mo96oA,Connan Mockasin,50,spotify:artist:247AfC9pLuqwgpH8Mo96oA
131,"{'href': None, 'total': 415914}","['alternative rock', 'grunge', 'pop rock', 'post-grunge']",https://api.spotify.com/v1/artists/7AQzXO3NPNQsI7oNu5rC3r,7AQzXO3NPNQsI7oNu5rC3r,Marcy Playground,54,spotify:artist:7AQzXO3NPNQsI7oNu5rC3r
132,"{'href': None, 'total': 88742}",['rock independant francais'],https://api.spotify.com/v1/artists/5gSzpQeKekCGJTR9hcWwKF,5gSzpQeKekCGJTR9hcWwKF,Concorde,39,spotify:artist:5gSzpQeKekCGJTR9hcWwKF
133,"{'href': None, 'total': 9616883}","['dance pop', 'pop', 'urban contemporary']",https://api.spotify.com/v1/artists/4iHNK0tOyZPYnBU7nGAgpQ,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,78,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ
134,"{'href': None, 'total': 45036}","['modern dream pop', 'russian shoegaze']",https://api.spotify.com/v1/artists/0botW5W7KGHTm8BkLemEH8,0botW5W7KGHTm8BkLemEH8,"Parks, Squares and Alleys",35,spotify:artist:0botW5W7KGHTm8BkLemEH8
135,"{'href': None, 'total': 416462}",['alternative rock'],https://api.spotify.com/v1/artists/3u1ulLq00Y3bfmq9FfjsPu,3u1ulLq00Y3bfmq9FfjsPu,Ween,56,spotify:artist:3u1ulLq00Y3bfmq9FfjsPu
136,"{'href': None, 'total': 1876095}","['contemporary r&b', 'girl group', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/2NmK5FyrQ18HOPXq1UBzqa,2NmK5FyrQ18HOPXq1UBzqa,SWV,59,spotify:artist:2NmK5FyrQ18HOPXq1UBzqa
137,"{'href': None, 'total': 133245}","['dreamo', 'nz indie']",https://api.spotify.com/v1/artists/2awB7Ol181cocZcLLNBBAh,2awB7Ol181cocZcLLNBBAh,Fazerdaze,40,spotify:artist:2awB7Ol181cocZcLLNBBAh
138,"{'href': None, 'total': 31777}",['bedroom pop'],https://api.spotify.com/v1/artists/5W5qK44etRPdYVC1YkfUfW,5W5qK44etRPdYVC1YkfUfW,Mons Vi,38,spotify:artist:5W5qK44etRPdYVC1YkfUfW
139,"{'href': None, 'total': 428339}","['dance rock', 'new romantic', 'new wave', 'zolo']",https://api.spotify.com/v1/artists/5LXEAEGrpKQtpyCu2sZuWu,5LXEAEGrpKQtpyCu2sZuWu,Oingo Boingo,53,spotify:artist:5LXEAEGrpKQtpyCu2sZuWu
140,"{'href': None, 'total': 1003465}","['countrygaze', 'lo-fi emo', 'lo-fi indie', 'pov: indie', 'slowcore', 'small room']",https://api.spotify.com/v1/artists/0pg0Zm8FsGAYy5kdHuBnSo,0pg0Zm8FsGAYy5kdHuBnSo,salvia palth,69,spotify:artist:0pg0Zm8FsGAYy5kdHuBnSo
141,"{'href': None, 'total': 23574}",['modern dream pop'],https://api.spotify.com/v1/artists/1WXAzKcld8b4tZIteRi14G,1WXAzKcld8b4tZIteRi14G,Blonde Tongues,20,spotify:artist:1WXAzKcld8b4tZIteRi14G
142,"{'href': None, 'total': 1961377}","['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']",https://api.spotify.com/v1/artists/4MXUO7sVCaFgFjoTI5ox5c,4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,70,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c
143,"{'href': None, 'total': 87270}","['art pop', 'chillwave', 'metropopolis']",https://api.spotify.com/v1/artists/4jLcgJjDGmW0HmvbSf6lEI,4jLcgJjDGmW0HmvbSf6lEI,How To Dress Well,29,spotify:artist:4jLcgJjDGmW0HmvbSf6lEI
144,"{'href': None, 'total': 289256}",['yacht rock'],https://api.spotify.com/v1/artists/4V4Z3qMCwYofWHtip6ePF6,4V4Z3qMCwYofWHtip6ePF6,Bobby Caldwell,61,spotify:artist:4V4Z3qMCwYofWHtip6ePF6
145,"{'href': None, 'total': 229612}","['alternative rock', 'experimental rock', 'hardcore punk', 'noise pop', 'noise rock', 'post-hardcore', 'post-punk', 'power pop', 'punk']",https://api.spotify.com/v1/artists/16bN8mhtDFdegWbg0z3s10,16bN8mhtDFdegWbg0z3s10,Hüsker Dü,42,spotify:artist:16bN8mhtDFdegWbg0z3s10
146,"{'href': None, 'total': 48327}","['mod revival', 'new wave']",https://api.spotify.com/v1/artists/4K3NWDwBIxgktui14SccR2,4K3NWDwBIxgktui14SccR2,The Vapors,39,spotify:artist:4K3NWDwBIxgktui14SccR2
147,"{'href': None, 'total': 138}",[],https://api.spotify.com/v1/artists/3X03NfrYVLMXS2kz13t5WU,3X03NfrYVLMXS2kz13t5WU,Lets Kill Janice,0,spotify:artist:3X03NfrYVLMXS2kz13t5WU
148,"{'href': None, 'total': 272918}",['small room'],https://api.spotify.com/v1/artists/7COP1HCvVq1cIpZcLQYoNe,7COP1HCvVq1cIpZcLQYoNe,Bedroom,56,spotify:artist:7COP1HCvVq1cIpZcLQYoNe
149,"{'href': None, 'total': 1362}",[],https://api.spotify.com/v1/artists/3K6DKtqcjx8Vs5XEaTgZv7,3K6DKtqcjx8Vs5XEaTgZv7,The Truth,12,spotify:artist:3K6DKtqcjx8Vs5XEaTgZv7
150,"{'href': None, 'total': 679}",[],https://api.spotify.com/v1/artists/31evTYWkEAH8qiDQxQ1Ho0,31evTYWkEAH8qiDQxQ1Ho0,Gift,8,spotify:artist:31evTYWkEAH8qiDQxQ1Ho0
151,"{'href': None, 'total': 3911}",['krautrock'],https://api.spotify.com/v1/artists/04QGT0sr98LHIUjqPJ4RG4,04QGT0sr98LHIUjqPJ4RG4,Floh de Cologne,13,spotify:artist:04QGT0sr98LHIUjqPJ4RG4
152,"{'href': None, 'total': 5967}",['psychedelic blues-rock'],https://api.spotify.com/v1/artists/05reBfXcMPyOkKQN3w3nnS,05reBfXcMPyOkKQN3w3nnS,May Blitz,6,spotify:artist:05reBfXcMPyOkKQN3w3nnS
153,"{'href': None, 'total': 32901}","['conscious hip hop', 'uk alternative hip hop', 'uk hip hop']",https://api.spotify.com/v1/artists/70KRtY1QWEurUeM3wuzpG1,70KRtY1QWEurUeM3wuzpG1,Jehst,34,spotify:artist:70KRtY1QWEurUeM3wuzpG1
154,"{'href': None, 'total': 188773}","['east coast hip hop', 'hardcore hip hop']",https://api.spotify.com/v1/artists/2yN6bq26wynQcRuPkBYTDb,2yN6bq26wynQcRuPkBYTDb,Black Moon,40,spotify:artist:2yN6bq26wynQcRuPkBYTDb
155,"{'href': None, 'total': 233690}","['conscious hip hop', 'east coast hip hop', 'new jersey rap']",https://api.spotify.com/v1/artists/17Q9sCBpIyS6yM2YyaI6R4,17Q9sCBpIyS6yM2YyaI6R4,Lords Of The Underground,43,spotify:artist:17Q9sCBpIyS6yM2YyaI6R4
156,"{'href': None, 'total': 5620}",[],https://api.spotify.com/v1/artists/62JorFOkIjXHHU7GMT9r77,62JorFOkIjXHHU7GMT9r77,Rod McKuen,22,spotify:artist:62JorFOkIjXHHU7GMT9r77
157,"{'href': None, 'total': 34}",[],https://api.spotify.com/v1/artists/6ki33aLoMVqki3QYXELrer,6ki33aLoMVqki3QYXELrer,John SaFranko,0,spotify:artist:6ki33aLoMVqki3QYXELrer
158,"{'href': None, 'total': 81747}","['abstract hip hop', 'bay area indie']",https://api.spotify.com/v1/artists/0d7aBBLFcc4dlETnae6zcH,0d7aBBLFcc4dlETnae6zcH,WHY?,37,spotify:artist:0d7aBBLFcc4dlETnae6zcH
159,"{'href': None, 'total': 63078}","['chicago indie', 'indie garage rock', 'indie rock']",https://api.spotify.com/v1/artists/339XMxg3AyRbEfeIAlxB2c,339XMxg3AyRbEfeIAlxB2c,Varsity,31,spotify:artist:339XMxg3AyRbEfeIAlxB2c
160,"{'href': None, 'total': 979477}",['pov: indie'],https://api.spotify.com/v1/artists/2D4FOOOtWycb3Aw9nY5n3c,2D4FOOOtWycb3Aw9nY5n3c,Declan McKenna,67,spotify:artist:2D4FOOOtWycb3Aw9nY5n3c
161,"{'href': None, 'total': 278416}","['alternative r&b', 'indie soul']",https://api.spotify.com/v1/artists/0oBsnAC3fzYkTHF3bkfNx6,0oBsnAC3fzYkTHF3bkfNx6,Phony Ppl,46,spotify:artist:0oBsnAC3fzYkTHF3bkfNx6
162,"{'href': None, 'total': 1381452}","['british soul', 'neo soul', 'psychedelic soul', 'soul']",https://api.spotify.com/v1/artists/0bzfPKdbXL5ezYW2z3UGQj,0bzfPKdbXL5ezYW2z3UGQj,Michael Kiwanuka,65,spotify:artist:0bzfPKdbXL5ezYW2z3UGQj
163,"{'href': None, 'total': 1610991}","['jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']",https://api.spotify.com/v1/artists/0iOVhN3tnSvgDbcg25JoJb,0iOVhN3tnSvgDbcg25JoJb,Etta James,69,spotify:artist:0iOVhN3tnSvgDbcg25JoJb
164,"{'href': None, 'total': 98680}","['emo', 'emo punk', 'indie punk', 'orgcore', 'post-hardcore', 'punk']",https://api.spotify.com/v1/artists/4bcaz6nXnH8LTRiXALe8XV,4bcaz6nXnH8LTRiXALe8XV,Jawbreaker,39,spotify:artist:4bcaz6nXnH8LTRiXALe8XV
165,"{'href': None, 'total': 32286}","['chicago hardcore', 'chicago punk']",https://api.spotify.com/v1/artists/2KWOkrj19TKU1ik6tugH4y,2KWOkrj19TKU1ik6tugH4y,Naked Raygun,26,spotify:artist:2KWOkrj19TKU1ik6tugH4y
166,"{'href': None, 'total': 108222}","['lo-fi indie', 'newfoundland indie', 'small room']",https://api.spotify.com/v1/artists/04GCjO1r1hPelibCUq9S8H,04GCjO1r1hPelibCUq9S8H,Fog Lake,54,spotify:artist:04GCjO1r1hPelibCUq9S8H
167,"{'href': None, 'total': 349763}","['bedroom pop', 'rochester mn indie']",https://api.spotify.com/v1/artists/6ft7JnxMyZhp7N52qzHymY,6ft7JnxMyZhp7N52qzHymY,Vansire,67,spotify:artist:6ft7JnxMyZhp7N52qzHymY
168,"{'href': None, 'total': 664}",[],https://api.spotify.com/v1/artists/2OaU1tu6tdscWuRIry08Gs,2OaU1tu6tdscWuRIry08Gs,Good Good Blood,3,spotify:artist:2OaU1tu6tdscWuRIry08Gs
169,"{'href': None, 'total': 41736}","['pinoy indie', 'pinoy rock']",https://api.spotify.com/v1/artists/62bdZHVpBgv8SRJ9bRfSWE,62bdZHVpBgv8SRJ9bRfSWE,Ourselves the Elves,24,spotify:artist:62bdZHVpBgv8SRJ9bRfSWE
170,"{'href': None, 'total': 10649}",['ambient folk'],https://api.spotify.com/v1/artists/2D0wm8aDnVrcljPwg2GM75,2D0wm8aDnVrcljPwg2GM75,Odina,21,spotify:artist:2D0wm8aDnVrcljPwg2GM75
171,"{'href': None, 'total': 65266}","['chill dream pop', 'indie garage rock']",https://api.spotify.com/v1/artists/3WPt7OfKDirWGEDH9kHahw,3WPt7OfKDirWGEDH9kHahw,Boyscott,47,spotify:artist:3WPt7OfKDirWGEDH9kHahw
172,"{'href': None, 'total': 27428}","['experimental rock', 'no wave', 'post-punk']",https://api.spotify.com/v1/artists/7GbMKpjxObo2JZGvKQovjr,7GbMKpjxObo2JZGvKQovjr,Suburban Lawns,30,spotify:artist:7GbMKpjxObo2JZGvKQovjr
173,"{'href': None, 'total': 542997}","['indie garage rock', 'neo-psychedelic']",https://api.spotify.com/v1/artists/5J81VungUjSVHxlPpTI9KG,5J81VungUjSVHxlPpTI9KG,Mild High Club,58,spotify:artist:5J81VungUjSVHxlPpTI9KG
174,"{'href': None, 'total': 4905468}","['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']",https://api.spotify.com/v1/artists/40Yq4vzPs9VNUrIBG5Jr2i,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,71,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i
175,"{'href': None, 'total': 9616050}","['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",https://api.spotify.com/v1/artists/2DaxqgrOhkeH0fpeiQq2f4,2DaxqgrOhkeH0fpeiQq2f4,Oasis,76,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4
176,"{'href': None, 'total': 13920032}","['album rock', 'classic rock', 'hard rock', 'rock']",https://api.spotify.com/v1/artists/7Ey4PD4MYsKc5I2dolUwbH,7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,75,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH
177,"{'href': None, 'total': 410490}","['ectofolk', 'folk', 'lilith', 'singer-songwriter']",https://api.spotify.com/v1/artists/73JEBdDEFeVaOLg3y0HhBD,73JEBdDEFeVaOLg3y0HhBD,Natalie Merchant,50,spotify:artist:73JEBdDEFeVaOLg3y0HhBD
178,"{'href': None, 'total': 3838756}","['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/0TImkz4nPqjegtVSMZnMRq,0TImkz4nPqjegtVSMZnMRq,TLC,68,spotify:artist:0TImkz4nPqjegtVSMZnMRq
179,"{'href': None, 'total': 961561}","['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']",https://api.spotify.com/v1/artists/0dlOr0VIysztGWvU1dpjmP,0dlOr0VIysztGWvU1dpjmP,Natalie Imbruglia,62,spotify:artist:0dlOr0VIysztGWvU1dpjmP
180,"{'href': None, 'total': 82421}","['lilith', 'pop rock']",https://api.spotify.com/v1/artists/4a7CDXcRCXi4kp5z7SEXtg,4a7CDXcRCXi4kp5z7SEXtg,Lisa Loeb & Nine Stories,42,spotify:artist:4a7CDXcRCXi4kp5z7SEXtg
181,"{'href': None, 'total': 3966911}","['contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/3X458ddYA2YcVWuVIGGOYe,3X458ddYA2YcVWuVIGGOYe,Toni Braxton,63,spotify:artist:3X458ddYA2YcVWuVIGGOYe
182,"{'href': None, 'total': 848835}","['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'lilith', 'permanent wave', 'pop rock']",https://api.spotify.com/v1/artists/4NgNsOXSwIzXlUIJcpnNUp,4NgNsOXSwIzXlUIJcpnNUp,Sarah McLachlan,61,spotify:artist:4NgNsOXSwIzXlUIJcpnNUp
183,"{'href': None, 'total': 2269314}","['britpop', 'permanent wave', 'rock', 'shoegaze']",https://api.spotify.com/v1/artists/2cGwlqi3k18jFpUyTrsR84,2cGwlqi3k18jFpUyTrsR84,The Verve,66,spotify:artist:2cGwlqi3k18jFpUyTrsR84
184,"{'href': None, 'total': 599978}","['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge']",https://api.spotify.com/v1/artists/02da1vDJ2hWqfK7aJL6SJm,02da1vDJ2hWqfK7aJL6SJm,Soul Asylum,54,spotify:artist:02da1vDJ2hWqfK7aJL6SJm
185,"{'href': None, 'total': 350167}","['pop rock', 'post-grunge']",https://api.spotify.com/v1/artists/242iqFnwNhlidVBMI9GYKp,242iqFnwNhlidVBMI9GYKp,The Verve Pipe,44,spotify:artist:242iqFnwNhlidVBMI9GYKp
186,"{'href': None, 'total': 1727963}","['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",https://api.spotify.com/v1/artists/2mpeljBig2IXLXRAFO9AAs,2mpeljBig2IXLXRAFO9AAs,Dido,74,spotify:artist:2mpeljBig2IXLXRAFO9AAs
187,"{'href': None, 'total': 3643971}","['british soul', 'sophisti-pop']",https://api.spotify.com/v1/artists/47zz7sob9NUcODy0BTDvKx,47zz7sob9NUcODy0BTDvKx,Sade,73,spotify:artist:47zz7sob9NUcODy0BTDvKx
188,"{'href': None, 'total': 1843}",[],https://api.spotify.com/v1/artists/4mesemBJJwnGX6tRaMvGbn,4mesemBJJwnGX6tRaMvGbn,DNA,0,spotify:artist:4mesemBJJwnGX6tRaMvGbn
189,"{'href': None, 'total': 1090535}","['heartland rock', 'pop rock', 'post-grunge']",https://api.spotify.com/v1/artists/08ct2eZF5lUPdJpHwNKWof,08ct2eZF5lUPdJpHwNKWof,Hootie & The Blowfish,58,spotify:artist:08ct2eZF5lUPdJpHwNKWof
190,"{'href': None, 'total': 84589}",['pop rap'],https://api.spotify.com/v1/artists/1EeArivTpzLNCqubV95255,1EeArivTpzLNCqubV95255,Cali Swag District,51,spotify:artist:1EeArivTpzLNCqubV95255
191,"{'href': None, 'total': 4050982}","['dance pop', 'pop', 'pop rap']",https://api.spotify.com/v1/artists/3sgFRtyBnxXD5ESfmbK4dl,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,66,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl
192,"{'href': None, 'total': 496375}",['miami hip hop'],https://api.spotify.com/v1/artists/7GXXMm3DB1VswVcuGyInUd,7GXXMm3DB1VswVcuGyInUd,Vanilla Ice,56,spotify:artist:7GXXMm3DB1VswVcuGyInUd
193,"{'href': None, 'total': 1779662}","['classic soul', 'funk', 'motown', 'quiet storm', 'soul']",https://api.spotify.com/v1/artists/53QzNeFpzAaXYnrDBbDrIp,53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,61,spotify:artist:53QzNeFpzAaXYnrDBbDrIp
194,"{'href': None, 'total': 8354820}","['dance pop', 'miami hip hop', 'pop', 'pop rap']",https://api.spotify.com/v1/artists/0jnsk9HBra6NMjO2oANoPY,0jnsk9HBra6NMjO2oANoPY,Flo Rida,79,spotify:artist:0jnsk9HBra6NMjO2oANoPY
195,"{'href': None, 'total': 29902012}","['r&b', 'soul']",https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,82,spotify:artist:3fMbdgg4jU18AjLCKBhRSm
196,"{'href': None, 'total': 622641}",['old school hip hop'],https://api.spotify.com/v1/artists/3TQ9JTBI2n2hfo7aRONEYV,3TQ9JTBI2n2hfo7aRONEYV,Sir Mix-A-Lot,60,spotify:artist:3TQ9JTBI2n2hfo7aRONEYV
197,"{'href': None, 'total': 16240866}","['dance pop', 'pop']",https://api.spotify.com/v1/artists/1KCSPY1glIKqW2TotWuXOR,1KCSPY1glIKqW2TotWuXOR,P!nk,81,spotify:artist:1KCSPY1glIKqW2TotWuXOR
198,"{'href': None, 'total': 2281}",['kids dance party'],https://api.spotify.com/v1/artists/4AWzJ0jYO43xrWkQ4O7R5x,4AWzJ0jYO43xrWkQ4O7R5x,Mr. C The Slide Man,0,spotify:artist:4AWzJ0jYO43xrWkQ4O7R5x
199,"{'href': None, 'total': 2668784}","['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,Neil Diamond,67,spotify:artist:7mEIug7XUlQHikrFxjTWes
200,"{'href': None, 'total': 35697}",['kids dance party'],https://api.spotify.com/v1/artists/0lax1ZgWclW6mZFaGu27MM,0lax1ZgWclW6mZFaGu27MM,Cupid,47,spotify:artist:0lax1ZgWclW6mZFaGu27MM
