,followers,genres,href,id,name,popularity,uri
678,"{'href': None, 'total': 254804}","['garage rock', 'garage rock revival', 'modern blues rock', 'punk blues', 'southampton indie']",https://api.spotify.com/v1/artists/4ddt8PPvmWrI9mJQy1VrIG,4ddt8PPvmWrI9mJQy1VrIG,Band Of Skulls,45,spotify:artist:4ddt8PPvmWrI9mJQy1VrIG
679,"{'href': None, 'total': 784161}","['british folk', 'folk', 'melancholia', 'singer-songwriter']",https://api.spotify.com/v1/artists/5c3GLXai8YOMid29ZEuR9y,5c3GLXai8YOMid29ZEuR9y,Nick Drake,61,spotify:artist:5c3GLXai8YOMid29ZEuR9y
680,"{'href': None, 'total': 50491}",['stomp and holler'],https://api.spotify.com/v1/artists/4SjCvf9Ctuz369ZKAnjkZP,4SjCvf9Ctuz369ZKAnjkZP,The Cave Singers,30,spotify:artist:4SjCvf9Ctuz369ZKAnjkZP
681,"{'href': None, 'total': 352650}",['modern blues rock'],https://api.spotify.com/v1/artists/6YWdHD3R863Apw1hkx3BwC,6YWdHD3R863Apw1hkx3BwC,Dan Auerbach,54,spotify:artist:6YWdHD3R863Apw1hkx3BwC
682,"{'href': None, 'total': 981064}","['albuquerque indie', 'baroque pop', 'chamber pop', 'indie rock', 'indietronica', 'stomp and holler']",https://api.spotify.com/v1/artists/6pmxr66tMAePxzOLfjGNcX,6pmxr66tMAePxzOLfjGNcX,Beirut,56,spotify:artist:6pmxr66tMAePxzOLfjGNcX
683,"{'href': None, 'total': 2441}",['bergen indie'],https://api.spotify.com/v1/artists/1zBQLP6saP3rFpTxJ6tiXH,1zBQLP6saP3rFpTxJ6tiXH,The Megaphonic Thrift,4,spotify:artist:1zBQLP6saP3rFpTxJ6tiXH
684,"{'href': None, 'total': 72384}","['philly indie', 'shimmer pop']",https://api.spotify.com/v1/artists/4rs1K6gDzLY5VnCMSC80o7,4rs1K6gDzLY5VnCMSC80o7,Vacationer,34,spotify:artist:4rs1K6gDzLY5VnCMSC80o7
685,"{'href': None, 'total': 6329590}","['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",https://api.spotify.com/v1/artists/74ASZWbe4lXaubB36ztrGX,74ASZWbe4lXaubB36ztrGX,Bob Dylan,70,spotify:artist:74ASZWbe4lXaubB36ztrGX
686,"{'href': None, 'total': 1096802}","['baroque pop', 'modern rock', 'sheffield indie']",https://api.spotify.com/v1/artists/2Z7UcsdweVlRbAk5wH5fsf,2Z7UcsdweVlRbAk5wH5fsf,The Last Shadow Puppets,59,spotify:artist:2Z7UcsdweVlRbAk5wH5fsf
687,"{'href': None, 'total': 912513}",['sheffield indie'],https://api.spotify.com/v1/artists/1ctkBmvz80MGyi72Ix055S,1ctkBmvz80MGyi72Ix055S,Alex Turner,58,spotify:artist:1ctkBmvz80MGyi72Ix055S
688,"{'href': None, 'total': 409711}","['blues rock', 'electric blues', 'jam band', 'modern blues', 'southern rock']",https://api.spotify.com/v1/artists/2gFsmDBM0hkoZPmrO5EdyO,2gFsmDBM0hkoZPmrO5EdyO,Tedeschi Trucks Band,51,spotify:artist:2gFsmDBM0hkoZPmrO5EdyO
689,"{'href': None, 'total': 145514}",['modern blues rock'],https://api.spotify.com/v1/artists/23OknxGcY1i5xX1TRPilMj,23OknxGcY1i5xX1TRPilMj,Grace Potter & The Nocturnals,39,spotify:artist:23OknxGcY1i5xX1TRPilMj
690,"{'href': None, 'total': 750597}","['chillwave', 'hypnagogic pop', 'indie soul', 'indietronica']",https://api.spotify.com/v1/artists/6O4EGCCb6DoIiR6B1QCQgp,6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,60,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp
691,"{'href': None, 'total': 3449535}","['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz,4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,68,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz
692,"{'href': None, 'total': 91421}","['la indie', 'metropopolis', 'shimmer pop', 'stomp and holler']",https://api.spotify.com/v1/artists/5euJsEvfrlfhYDorMR40OF,5euJsEvfrlfhYDorMR40OF,Milo Greene,43,spotify:artist:5euJsEvfrlfhYDorMR40OF
693,"{'href': None, 'total': 223111}","['alternative hip hop', 'mashup']",https://api.spotify.com/v1/artists/2dBj3prW7gP9bCCOIQeDUf,2dBj3prW7gP9bCCOIQeDUf,Danger Mouse,59,spotify:artist:2dBj3prW7gP9bCCOIQeDUf
694,"{'href': None, 'total': 78193}","['bay area indie', 'chamber pop', 'indie rock', 'stomp and holler']",https://api.spotify.com/v1/artists/10tysauSA5JATqniBDu2Ed,10tysauSA5JATqniBDu2Ed,The Dodos,32,spotify:artist:10tysauSA5JATqniBDu2Ed
695,"{'href': None, 'total': 97554}","['indie rock', 'indie surf', 'noise pop']",https://api.spotify.com/v1/artists/0IlQRCafsMrd0QkTRBU6n0,0IlQRCafsMrd0QkTRBU6n0,Surfer Blood,30,spotify:artist:0IlQRCafsMrd0QkTRBU6n0
696,"{'href': None, 'total': 382998}","['canadian indie', 'canadian singer-songwriter', 'indie folk', 'stomp and holler']",https://api.spotify.com/v1/artists/4C50EbCS11M0VbGyH3OfLt,4C50EbCS11M0VbGyH3OfLt,Bahamas,59,spotify:artist:4C50EbCS11M0VbGyH3OfLt
697,"{'href': None, 'total': 222111}","['jam band', 'modern blues', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']",https://api.spotify.com/v1/artists/6FxuPrpa8phaP3Xn73emhT,6FxuPrpa8phaP3Xn73emhT,The Wood Brothers,48,spotify:artist:6FxuPrpa8phaP3Xn73emhT
698,"{'href': None, 'total': 628515}","['chamber pop', 'indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",https://api.spotify.com/v1/artists/2BpAc5eK7Rz5GAwSp9UYXa,2BpAc5eK7Rz5GAwSp9UYXa,The Tallest Man On Earth,50,spotify:artist:2BpAc5eK7Rz5GAwSp9UYXa
699,"{'href': None, 'total': 1870866}","['alternative rock', 'melancholia', 'permanent wave', 'protopunk', 'rock']",https://api.spotify.com/v1/artists/1nJvji2KIlWSseXRSlNYsC,1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,63,spotify:artist:1nJvji2KIlWSseXRSlNYsC
700,"{'href': None, 'total': 971791}","['indie folk', 'new americana', 'north carolina indie', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",https://api.spotify.com/v1/artists/196lKsA13K3keVXMDFK66q,196lKsA13K3keVXMDFK66q,The Avett Brothers,59,spotify:artist:196lKsA13K3keVXMDFK66q
701,"{'href': None, 'total': 294747}","['chillwave', 'dream pop', 'indie rock', 'indie surf', 'modern dream pop', 'neo-synthpop', 'noise pop', 'nu gaze', 'shimmer pop', 'shoegaze']",https://api.spotify.com/v1/artists/6NrkINd80slV25wkBu9mEB,6NrkINd80slV25wkBu9mEB,Wild Nothing,45,spotify:artist:6NrkINd80slV25wkBu9mEB
702,"{'href': None, 'total': 163061}","['anti-folk', 'indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",https://api.spotify.com/v1/artists/099toTcKJoywTosZr2hHjy,099toTcKJoywTosZr2hHjy,Langhorne Slim,51,spotify:artist:099toTcKJoywTosZr2hHjy
703,"{'href': None, 'total': 690373}","['british folk', 'british invasion', 'classic rock', 'folk', 'folk rock', 'glam rock', 'psychedelic folk', 'psychedelic rock', 'scottish singer-songwriter', 'singer-songwriter']",https://api.spotify.com/v1/artists/6vLlQYujOujIrm7zAKzEdG,6vLlQYujOujIrm7zAKzEdG,Donovan,54,spotify:artist:6vLlQYujOujIrm7zAKzEdG
704,"{'href': None, 'total': 500378}",['jam band'],https://api.spotify.com/v1/artists/5wbIWUzTPuTxTyG6ouQKqz,5wbIWUzTPuTxTyG6ouQKqz,Phish,52,spotify:artist:5wbIWUzTPuTxTyG6ouQKqz
705,"{'href': None, 'total': 735873}","['alternative country', 'alternative rock', 'chicago indie', 'indie rock', 'roots rock', 'stomp and holler']",https://api.spotify.com/v1/artists/2QoU3awHVdcHS8LrZEKvSM,2QoU3awHVdcHS8LrZEKvSM,Wilco,58,spotify:artist:2QoU3awHVdcHS8LrZEKvSM
706,"{'href': None, 'total': 1273182}","['melancholia', 'permanent wave', 'singer-songwriter']",https://api.spotify.com/v1/artists/3nnQpaTvKb5jCQabZefACI,3nnQpaTvKb5jCQabZefACI,Jeff Buckley,65,spotify:artist:3nnQpaTvKb5jCQabZefACI
707,"{'href': None, 'total': 27809}","['canadian americana', 'saskatchewan indie']",https://api.spotify.com/v1/artists/4ug92W02N1YsgX0t5wuXSl,4ug92W02N1YsgX0t5wuXSl,The Deep Dark Woods,32,spotify:artist:4ug92W02N1YsgX0t5wuXSl
708,"{'href': None, 'total': 16823}","['north carolina indie', 'stomp and holler']",https://api.spotify.com/v1/artists/0o1wK6uAmkrixovsE80lMR,0o1wK6uAmkrixovsE80lMR,Megafaun,25,spotify:artist:0o1wK6uAmkrixovsE80lMR
709,"{'href': None, 'total': 46327}","['modern folk rock', 'new americana', 'stomp and holler']",https://api.spotify.com/v1/artists/5au2vhHl8DViD9PUxUZBTb,5au2vhHl8DViD9PUxUZBTb,Middle Brother,30,spotify:artist:5au2vhHl8DViD9PUxUZBTb
710,"{'href': None, 'total': 65196}","['freak folk', 'stomp and holler']",https://api.spotify.com/v1/artists/7ACSlU8kTcQIbvpwLWze8E,7ACSlU8kTcQIbvpwLWze8E,Vetiver,36,spotify:artist:7ACSlU8kTcQIbvpwLWze8E
711,"{'href': None, 'total': 1315}","['quebec indie', 'shimmer pop']",https://api.spotify.com/v1/artists/47i31rRONicZxnAe9MxQvn,47i31rRONicZxnAe9MxQvn,Parlovr,5,spotify:artist:47i31rRONicZxnAe9MxQvn
712,"{'href': None, 'total': 3285839}","['canadian singer-songwriter', 'melancholia', 'permanent wave', 'singer-songwriter']",https://api.spotify.com/v1/artists/5l8VQNuIg0turYE1VtM9zV,5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,64,spotify:artist:5l8VQNuIg0turYE1VtM9zV
713,"{'href': None, 'total': 180286}","['chamber pop', 'swedish indie rock']",https://api.spotify.com/v1/artists/7HcipAIJatVGT4U6HQrnFW,7HcipAIJatVGT4U6HQrnFW,Junip,46,spotify:artist:7HcipAIJatVGT4U6HQrnFW
714,"{'href': None, 'total': 122104}",['shiver pop'],https://api.spotify.com/v1/artists/1MhtYlJvUqfd2EgHSQTGK4,1MhtYlJvUqfd2EgHSQTGK4,Jim James,45,spotify:artist:1MhtYlJvUqfd2EgHSQTGK4
715,"{'href': None, 'total': 5320144}","['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",https://api.spotify.com/v1/artists/3yY2gUcIsjMr8hjo51PoJ8,3yY2gUcIsjMr8hjo51PoJ8,The Smiths,78,spotify:artist:3yY2gUcIsjMr8hjo51PoJ8
716,"{'href': None, 'total': 227990}","['alternative americana', 'chamber pop', 'countrygaze', 'indie folk', 'indie rock', 'stomp and holler', 'swedish americana']",https://api.spotify.com/v1/artists/57kIMCLPgkzQlXjblX7XXP,57kIMCLPgkzQlXjblX7XXP,Phosphorescent,48,spotify:artist:57kIMCLPgkzQlXjblX7XXP
717,"{'href': None, 'total': 605823}","['chamber pop', 'freak folk', 'new weird america']",https://api.spotify.com/v1/artists/1YZEoYFXx4AxVv13OiOPvZ,1YZEoYFXx4AxVv13OiOPvZ,Devendra Banhart,55,spotify:artist:1YZEoYFXx4AxVv13OiOPvZ
718,"{'href': None, 'total': 786124}","['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'stomp and holler']",https://api.spotify.com/v1/artists/6J7rw7NELJUCThPbAfyLIE,6J7rw7NELJUCThPbAfyLIE,The Civil Wars,54,spotify:artist:6J7rw7NELJUCThPbAfyLIE
719,"{'href': None, 'total': 11761}",[],https://api.spotify.com/v1/artists/3KPP9ZbN4Yu5mEQj2UWRqn,3KPP9ZbN4Yu5mEQj2UWRqn,Paper Bird,22,spotify:artist:3KPP9ZbN4Yu5mEQj2UWRqn
720,"{'href': None, 'total': 14535}","['modern folk rock', 'stomp and holler', 'washington indie']",https://api.spotify.com/v1/artists/0nigeIZAD68zTl4PfFbVFB,0nigeIZAD68zTl4PfFbVFB,The Moondoggies,21,spotify:artist:0nigeIZAD68zTl4PfFbVFB
721,"{'href': None, 'total': 3271659}","['classic soul', 'jazz blues', 'memphis soul', 'neo soul', 'soul', 'southern soul', 'vocal jazz']",https://api.spotify.com/v1/artists/7nwUJBm0HE4ZxD3f5cy5ok,7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,70,spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok
722,"{'href': None, 'total': 41442}","['baroque pop', 'brooklyn indie']",https://api.spotify.com/v1/artists/4WxjrOJGIngO2hJnlCeK7f,4WxjrOJGIngO2hJnlCeK7f,Here We Go Magic,26,spotify:artist:4WxjrOJGIngO2hJnlCeK7f
723,"{'href': None, 'total': 1118964}","['chamber pop', 'gothenburg indie', 'indie folk', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']",https://api.spotify.com/v1/artists/6xrCU6zdcSTsG2hLrojpmI,6xrCU6zdcSTsG2hLrojpmI,José González,64,spotify:artist:6xrCU6zdcSTsG2hLrojpmI
724,"{'href': None, 'total': 676970}","['chillwave', 'downtempo', 'electronica', 'indietronica', 'intelligent dance music']",https://api.spotify.com/v1/artists/5oOhM2DFWab8XhSdQiITry,5oOhM2DFWab8XhSdQiITry,Tycho,55,spotify:artist:5oOhM2DFWab8XhSdQiITry
725,"{'href': None, 'total': 733884}","['alternative r&b', 'indie soul']",https://api.spotify.com/v1/artists/2WoVwexZuODvclzULjPQtm,2WoVwexZuODvclzULjPQtm,Sampha,64,spotify:artist:2WoVwexZuODvclzULjPQtm
726,"{'href': None, 'total': 34710}",['indie anthem-folk'],https://api.spotify.com/v1/artists/37fzXndf2fxVrk7qarhyo0,37fzXndf2fxVrk7qarhyo0,Leo Stannard,59,spotify:artist:37fzXndf2fxVrk7qarhyo0
727,"{'href': None, 'total': 196693}","['alternative r&b', 'indie soul']",https://api.spotify.com/v1/artists/7e3FtKBIPLrIVm8g1FJMVg,7e3FtKBIPLrIVm8g1FJMVg,Sango,54,spotify:artist:7e3FtKBIPLrIVm8g1FJMVg
728,"{'href': None, 'total': 82834}","['baroque pop', 'countrygaze']",https://api.spotify.com/v1/artists/6RHDASo3OVNiNY2nrGx3qc,6RHDASo3OVNiNY2nrGx3qc,Cotton Jones,44,spotify:artist:6RHDASo3OVNiNY2nrGx3qc
729,"{'href': None, 'total': 133317}","['classic texas country', 'folk', 'outlaw country', 'singer-songwriter']",https://api.spotify.com/v1/artists/0Ekfvspc0hlcxdfJJVjcnq,0Ekfvspc0hlcxdfJJVjcnq,Guy Clark,43,spotify:artist:0Ekfvspc0hlcxdfJJVjcnq
730,"{'href': None, 'total': 273}",[],https://api.spotify.com/v1/artists/7r64fK86eCmZwunuOgt0Bt,7r64fK86eCmZwunuOgt0Bt,Jim James & Calexico,0,spotify:artist:7r64fK86eCmZwunuOgt0Bt
731,"{'href': None, 'total': 1955497}","['british singer-songwriter', 'folk-pop']",https://api.spotify.com/v1/artists/5schNIzWdI9gJ1QRK8SBnc,5schNIzWdI9gJ1QRK8SBnc,Ben Howard,64,spotify:artist:5schNIzWdI9gJ1QRK8SBnc
732,"{'href': None, 'total': 7662396}","['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']",https://api.spotify.com/v1/artists/3wyVrVrFCkukjdVIdirGVY,3wyVrVrFCkukjdVIdirGVY,Lil Pump,64,spotify:artist:3wyVrVrFCkukjdVIdirGVY
733,"{'href': None, 'total': 9318140}","['melodic rap', 'rap', 'trap']",https://api.spotify.com/v1/artists/6Xgp2XMz1fhVYe7i6yNAax,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,80,spotify:artist:6Xgp2XMz1fhVYe7i6yNAax
734,"{'href': None, 'total': 5978777}","['conscious hip hop', 'hip hop', 'pop rap', 'rap']",https://api.spotify.com/v1/artists/4xRYI6VqpkE3UwrDrAZL8L,4xRYI6VqpkE3UwrDrAZL8L,Logic,73,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L
735,"{'href': None, 'total': 16716386}","['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,84,spotify:artist:4O15NlyKLIASxsJ0PrXPfz
736,"{'href': None, 'total': 2403926}","['melodic rap', 'miami hip hop', 'trap', 'underground hip hop']",https://api.spotify.com/v1/artists/21dooacK2WGBB5amYvKyfM,21dooacK2WGBB5amYvKyfM,Smokepurpp,56,spotify:artist:21dooacK2WGBB5amYvKyfM
737,"{'href': None, 'total': 369710}","['atl hip hop', 'trap']",https://api.spotify.com/v1/artists/41LfjfTCcTCUdykJqNyFw8,41LfjfTCcTCUdykJqNyFw8,Dae Dae,36,spotify:artist:41LfjfTCcTCUdykJqNyFw8
738,"{'href': None, 'total': 4266307}",['alternative metal'],https://api.spotify.com/v1/artists/5nGIFgo0shDenQYSE0Sn7c,5nGIFgo0shDenQYSE0Sn7c,Evanescence,72,spotify:artist:5nGIFgo0shDenQYSE0Sn7c
739,"{'href': None, 'total': 2126598}",['australian pop'],https://api.spotify.com/v1/artists/2AsusXITU8P25dlRNhcAbG,2AsusXITU8P25dlRNhcAbG,Gotye,69,spotify:artist:2AsusXITU8P25dlRNhcAbG
740,"{'href': None, 'total': 3595246}","['mexican pop', 'tejano']",https://api.spotify.com/v1/artists/6IE6z7DcZIT4Ml3Fh5Ivch,6IE6z7DcZIT4Ml3Fh5Ivch,Selena,69,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch
741,"{'href': None, 'total': 1946994}","['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter']",https://api.spotify.com/v1/artists/0JDkhL4rjiPNEp92jAgJnS,0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,66,spotify:artist:0JDkhL4rjiPNEp92jAgJnS
742,"{'href': None, 'total': 18725}",['ectofolk'],https://api.spotify.com/v1/artists/2dPJ5zRtJQHk7JsLMy5Dtu,2dPJ5zRtJQHk7JsLMy5Dtu,Beth Nielsen Chapman,31,spotify:artist:2dPJ5zRtJQHk7JsLMy5Dtu
743,"{'href': None, 'total': 6088281}","['arkansas country', 'outlaw country', 'rock']",https://api.spotify.com/v1/artists/6kACVPfCOnqzgfEF5ryl0x,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,73,spotify:artist:6kACVPfCOnqzgfEF5ryl0x
744,"{'href': None, 'total': 357190}","['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",https://api.spotify.com/v1/artists/42q4Ivs7tAiCZ5C7eG5q4c,42q4Ivs7tAiCZ5C7eG5q4c,Harry Chapin,50,spotify:artist:42q4Ivs7tAiCZ5C7eG5q4c
745,"{'href': None, 'total': 2485484}","['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",https://api.spotify.com/v1/artists/34jw2BbxjoYalTp8cJFCPv,34jw2BbxjoYalTp8cJFCPv,Heart,67,spotify:artist:34jw2BbxjoYalTp8cJFCPv
746,"{'href': None, 'total': 92277}","['british blues', 'country rock', 'soft rock']",https://api.spotify.com/v1/artists/4eeRviM714mXXeILmKHxh2,4eeRviM714mXXeILmKHxh2,Climax Blues Band,41,spotify:artist:4eeRviM714mXXeILmKHxh2
747,"{'href': None, 'total': 18129866}","['pop', 'r&b', 'rap']",https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP,7tYKF4w9nC0nq9CsPZTHyP,SZA,90,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP
748,"{'href': None, 'total': 442869}","['alternative r&b', 'chicago rap']",https://api.spotify.com/v1/artists/07d5etnpjriczFBB8pxmRe,07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,59,spotify:artist:07d5etnpjriczFBB8pxmRe
749,"{'href': None, 'total': 4598575}","['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",https://api.spotify.com/v1/artists/4IVAbR2w4JJNJDDRFP3E83,4IVAbR2w4JJNJDDRFP3E83,6LACK,73,spotify:artist:4IVAbR2w4JJNJDDRFP3E83
750,"{'href': None, 'total': 5650}",[],https://api.spotify.com/v1/artists/4N5iE70O6AKNuFjnABYc4x,4N5iE70O6AKNuFjnABYc4x,Wolfie,21,spotify:artist:4N5iE70O6AKNuFjnABYc4x
751,"{'href': None, 'total': 2472163}","['escape room', 'hip hop', 'indie soul', 'neo soul']",https://api.spotify.com/v1/artists/3jK9MiCrA42lLAdMGUZpwa,3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,76,spotify:artist:3jK9MiCrA42lLAdMGUZpwa
752,"{'href': None, 'total': 23334406}","['pop', 'uk pop']",https://api.spotify.com/v1/artists/2wY79sveU1sp5g7SokKOiI,2wY79sveU1sp5g7SokKOiI,Sam Smith,83,spotify:artist:2wY79sveU1sp5g7SokKOiI
753,"{'href': None, 'total': 42594980}","['dance pop', 'pop', 'uk pop']",https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,88,spotify:artist:6M2wZ9GZgrQXHCFfjv46we
754,"{'href': None, 'total': 36348141}","['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",https://api.spotify.com/v1/artists/1vyhD5VmyZ7KMfW5gqLgo5,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,85,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5
755,"{'href': None, 'total': 33429075}","['brostep', 'edm', 'pop', 'progressive electro house']",https://api.spotify.com/v1/artists/64KEffDW9EtZ1y2vBYgq8T,64KEffDW9EtZ1y2vBYgq8T,Marshmello,83,spotify:artist:64KEffDW9EtZ1y2vBYgq8T
756,"{'href': None, 'total': 6087017}",['pop'],https://api.spotify.com/v1/artists/5JZ7CnR6gTvEMKX4g70Amv,5JZ7CnR6gTvEMKX4g70Amv,Lauv,75,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv
757,"{'href': None, 'total': 417673}","['electropop', 'indie poptimism']",https://api.spotify.com/v1/artists/7hOGhpa8RMSuDOWntGIAJt,7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,55,spotify:artist:7hOGhpa8RMSuDOWntGIAJt
758,"{'href': None, 'total': 687004}","['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",https://api.spotify.com/v1/artists/1dWEYMPtNmvSVaDNLgB6NV,1dWEYMPtNmvSVaDNLgB6NV,Saint Motel,62,spotify:artist:1dWEYMPtNmvSVaDNLgB6NV
759,"{'href': None, 'total': 1158219}","['canadian contemporary r&b', 'canadian hip hop']",https://api.spotify.com/v1/artists/7mDU6nMUJnOSY2Hkjz5oqM,7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods,60,spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM
760,"{'href': None, 'total': 15979964}","['pop', 'pop r&b']",https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny,6LuN9FCkKOj5PcnpouEgny,Khalid,82,spotify:artist:6LuN9FCkKOj5PcnpouEgny
761,"{'href': None, 'total': 6998945}",['pop'],https://api.spotify.com/v1/artists/57WHJIHrjOE3iAxpihhMnp,57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,65,spotify:artist:57WHJIHrjOE3iAxpihhMnp
762,"{'href': None, 'total': 10028824}",['pop'],https://api.spotify.com/v1/artists/5pUo3fmmHT8bhCyHE52hA6,5pUo3fmmHT8bhCyHE52hA6,Liam Payne,63,spotify:artist:5pUo3fmmHT8bhCyHE52hA6
763,"{'href': None, 'total': 40857077}",['pop'],https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP,04gDigrS5kc9YWfZHwBETP,Maroon 5,85,spotify:artist:04gDigrS5kc9YWfZHwBETP
764,"{'href': None, 'total': 2416644}","['edm', 'pop dance']",https://api.spotify.com/v1/artists/2XnBwblw31dfGnspMIwgWz,2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,65,spotify:artist:2XnBwblw31dfGnspMIwgWz
765,"{'href': None, 'total': 22606381}","['pop', 'uk pop']",https://api.spotify.com/v1/artists/5ZsFI1h6hIdQRw2ti0hz81,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,75,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81
766,"{'href': None, 'total': 8743511}",['pop'],https://api.spotify.com/v1/artists/5p7f24Rk5HkUZsaS3BLG5F,5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,68,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F
767,"{'href': None, 'total': 8197204}","['dance pop', 'pop', 'uk pop']",https://api.spotify.com/v1/artists/5CCwRZC6euC8Odo6y9X8jr,5CCwRZC6euC8Odo6y9X8jr,Rita Ora,72,spotify:artist:5CCwRZC6euC8Odo6y9X8jr
768,"{'href': None, 'total': 686929}",['indie pop rap'],https://api.spotify.com/v1/artists/382aq8Pij5V2nE2JMHMoxl,382aq8Pij5V2nE2JMHMoxl,Hoodie Allen,59,spotify:artist:382aq8Pij5V2nE2JMHMoxl
769,"{'href': None, 'total': 1069630}","['folk-pop', 'seattle indie', 'stomp and holler']",https://api.spotify.com/v1/artists/0n94vC3S9c3mb2HyNAOcjg,0n94vC3S9c3mb2HyNAOcjg,The Head And The Heart,62,spotify:artist:0n94vC3S9c3mb2HyNAOcjg
770,"{'href': None, 'total': 17479}","['gymcore', 'post-screamo']",https://api.spotify.com/v1/artists/5YfUUf50L38Gz0PI0Yab7f,5YfUUf50L38Gz0PI0Yab7f,A Broken Silence,28,spotify:artist:5YfUUf50L38Gz0PI0Yab7f
771,"{'href': None, 'total': 6801464}",['alternative metal'],https://api.spotify.com/v1/artists/0nmQIMXWTXfhgOBdNzhGOs,0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,75,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs
772,"{'href': None, 'total': 5097066}","['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",https://api.spotify.com/v1/artists/6Ghvu1VvMGScGpOUJBAHNH,6Ghvu1VvMGScGpOUJBAHNH,Deftones,79,spotify:artist:6Ghvu1VvMGScGpOUJBAHNH
773,"{'href': None, 'total': 1822399}","['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",https://api.spotify.com/v1/artists/37394IP6uhnjIpsawpMu4l,37394IP6uhnjIpsawpMu4l,Killswitch Engage,62,spotify:artist:37394IP6uhnjIpsawpMu4l
774,"{'href': None, 'total': 10656794}","['alternative metal', 'nu metal', 'rap metal', 'rock']",https://api.spotify.com/v1/artists/05fG473iIaoy82BF1aGhL8,05fG473iIaoy82BF1aGhL8,Slipknot,77,spotify:artist:05fG473iIaoy82BF1aGhL8
775,"{'href': None, 'total': 1797608}","['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",https://api.spotify.com/v1/artists/56dO9zeHKuU5Gvfc2kxHNw,56dO9zeHKuU5Gvfc2kxHNw,Chevelle,63,spotify:artist:56dO9zeHKuU5Gvfc2kxHNw
